id,year,section,section_name,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,reference,created_at,trade,country
y1_Sf_Can_Q2011,1,5,CALCULATIONS AND SCIENCE,medium,WHAT IS THE FITTING ALLOWANCE (FA) FOR A 3-INCH LONG RADIUS 90-DEGREE ELBOW?,2.5 inches,3 inches,6 inches,4-1/2 inches,D,"Correct Answer: D
 The fitting allowance for a 3-inch long radius 90-degree elbow is 4 1/2"" inches.(The industry standard for a \""Long Radius or 90-d\"" elbow is 1.5x the nominal pipe size (NPS).
 
 Why Other Options Are Wrong
 A, B, C) These options are incorrect for this question.",First Year Guide - Pipe & Threading,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2012,1,5,CALCULATIONS AND SCIENCE,medium,"WHEN CALCULATING CUT LENGTHS FOR PIPING, WHAT IS THE FORMULA FOR DETERMINING THE CUT LENGTH?",Cut Length = Face-to-Face (or Center-to-Center) distance minus Fitting Allowance for both ends,Cut Length = Center-to-Center plus Fitting Allowance for both ends,Cut Length = Face-to-Face measurement plus Takeout for one end only,Cut Length = Overall assembly length minus pipe wall thickness times 2,A,"Correct Answer: A
 Cut Length = Face-to-Face (or Center-to-Center) distance − Fitting Allowance (both ends)\ Cut Length = Center-to-Center − (Takeout 1 + Takeout 2)\ Cut Length = 24 − (6 + 6)\ Cut Length = 12 inches
 
 Why Other Options Are Wrong
 B, C, D) These options are incorrect for this question.",First Year Guide - Pipe & Threading,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2013,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHAT DOES THE ABBREVIATION WOG STAND FOR WHEN STAMPED ON A VALVE OR FITTING?,"Weld, Oil, and Gas — indicating weld-rated fittings","Weight, Output, and Grade — a quality classification","Water, Oil, and Gas",Working Operational Grade — a pressure classification,C,"Correct Answer: C
 WOG stands for Water, Oil, and Gas - indicating the valve is rated and approved for use with those fluids.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Pipe & Threading,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2014,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHY MUST A PRIMER BE APPLIED TO PLASTIC PIPE BEFORE APPLYING SOLVENT CEMENT?,To protect against UV degradation at the joint,To increase mechanical friction at the joint surface,To soften the plastic pipe surface so the solvent cement can properly bond the joint,To remove dirt and debris from the pipe end before cementing,C,"Correct Answer: C
 Primer is applied before solvent to soften the surface of the plastic pipe, which allows the solvent cement to properly bond the joint.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Pipe & Threading,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2015,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,"IF A SOLVENT CEMENT COMPOUND IS FOUND TO BE TOO THICK TO USE WHEN JOINING PLASTIC PIPE, WHAT IS THE CORRECT ACTION?",Thin the solvent with acetone and stir until it reaches proper consistency,Dispose of it properly — thick solvent cement must not be used,Add a small amount of water to restore proper viscosity,Use it as-is — thick solvent creates a stronger bond,B,"Correct Answer: B
 If the solvent is too thick, it must be disposed of properly - it should never be thinned or used in that condition. # Section 4 - Valves & Fittings
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Pipe & Threading,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2016,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHAT IS THE MAIN OPERATIONAL ADVANTAGE OF A BALL VALVE OVER A GATE VALVE?,It requires only a 1/4 turn to fully open or close,It requires only a 1/2 turn to fully open or close,It provides finer throttling control than a gate valve,It requires a 3/4 turn to move between open and closed,A,"Correct Answer: A
 A ball valve requires only a quick 1/4 turn to fully open or close, making it far faster to operate than a gate valve.
 
 Why Other Options Are Wrong
 B, C, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2017,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHAT IS THE COMBINED FUNCTION OF THE PACKING NUT AND PACKING GLAND IN A VALVE ASSEMBLY?,To prevent leaks around the valve stem,To control the flow rate through the valve body,To tighten the valve disc firmly against the seat,To adjust the speed of valve operation,A,"Correct Answer: A
 The packing nut and packing gland work together to prevent leaks around the valve stem.
 
 Why Other Options Are Wrong
 B, C, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2018,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,"WHAT IS A NEEDLE VALVE PARTICULARLY WELL SUITED FOR, AND WHAT IS ITS KEY ADVANTAGE?","High-volume, low-pressure flow applications","High-pressure applications requiring very fine, accurate flow control",Full on/off isolation of large-diameter pipelines,High-viscosity fluid systems requiring precise flow restriction,B,"Correct Answer: B
 A needle valve is best suited for high pressure applications and provides very fine, accurate control of flow.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2019,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,"WHEN SELECTING THE CORRECT VALVE FOR A SPECIFIC PIPING INSTALLATION, WHAT FOUR FACTORS MUST BE CONSIDERED?",Only two factors are needed: pressure rating and fluid type,"Only three factors matter: pressure, temperature, and pipe size","Temperature, pressure, volume of flow, and type of service (fluid being handled)","Five factors must be checked: size, temperature, pressure, material, and brand",C,"Correct Answer: C
 The four factors to consider when choosing a valve are: temperature, pressure, volume of flow, and the type of service (the fluid being handled).
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2020,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHICH TYPE OF VALVE CREATES THE GREATEST RESTRICTION TO FLOW?,Globe valve,Gate valve,Butterfly valve,Check valve,A,"Correct Answer: A
 The globe valve - in either the straight (standard) pattern - creates the greatest restriction to flow of any common valve type.
 
 Why Other Options Are Wrong
 B, C, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2021,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHICH TYPE OF VALVE OFFERS THE LEAST RESTRICTION TO FLOW AND IS MOST WIDELY USED IN THE INDUSTRY?,Gate valve,Ball valve,Butterfly valve,Globe valve,B,"Correct Answer: B
 The ball valve offers the least restriction to flow and is the most widely used valve in the piping industry.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2022,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHICH TYPE OF FLANGE FACE IS MOST COMMONLY USED IN THE TRADE?,Raised Face (RF),Flat Face (FF),Ring Type Joint (RTJ),Tongue and Groove (T&G),A,"Correct Answer: A
 The Raised Face flange is the most common flange type used in the trade.
 
 Why Other Options Are Wrong
 B, C, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2023,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHAT IS THE PRESSURE RATING AND BOLT HOLE COUNT FOR A 3-INCH (75MM) FLANGE?,100 lbs pressure rating with 6 bolt holes,300 lbs pressure rating with 8 bolt holes,150 lbs pressure rating with 8 bolt holes,150 lbs pressure rating with 4 bolt holes,D,"Correct Answer: D
 A 3-inch flange has a pressure rating of 150 lbs and has 4 bolt holes.
 
 Why Other Options Are Wrong
 A, B, C) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2024,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,HOW ARE GROOVE FITTINGS AND GASKETS IDENTIFIED ON A JOB SITE OR IN DOCUMENTATION?,By manufacturer sticker labels only,By color-coded end caps only,By paint color and code stamp indicating relevant specifications,By their unique thread pattern only,C,"Correct Answer: C
 Groove fittings and gaskets are identified by being painted and code stamped with the relevant specifications.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2025,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,"WHERE IS LUBRICATION APPLIED WHEN ASSEMBLING THREADED PIPE CONNECTIONS, AND WHY?","Only to the gasket seating surface, not the threads",To the female threads of the fitting socket,Equally to both male and female threads,To the male threads of the pipe to ease assembly and improve the seal,D,"Correct Answer: D
 Lubrication is applied on the male threads of the pipe to ease assembly and create a better seal.
 
 Why Other Options Are Wrong
 A, B, C) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2026,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHAT ARE THE TWO TYPES OF LOADS THAT MASONRY ANCHORS ARE RATED AND DESIGNED FOR?,Static loads and dynamic loads,Tensile loads and compressive loads,Shear loads and tensile loads,Dead loads and impact loads,C,"Correct Answer: C
 Masonry anchors are rated for two types of loads: Shear loads and Tensile loads. (Tensile Load - Force pulling a material apart along its axis. Think tug of war.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2027,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHAT TYPES OF LOADS ARE STANDARD PIPE HANGERS RATED FOR?,Compressive loads and bending moments,Tensile loads and dynamic loads,Shear loads and compressive loads only,Static dead loads only,B,"Correct Answer: B
 Pipe hangers are rated for Tensile loads (pulling forces) and Dynamic loads (vibration and movement forces). # Section 5 - Plastic Pipe & Tubing
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Valves & Fittings,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2028,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHICH TYPE OF PLASTIC TUBING IS APPROVED FOR USE IN GAS PIPING SYSTEMS?,CPVC (Chlorinated Polyvinyl Chloride),PVC (Polyvinyl Chloride),PE (Polyethylene),ABS (Acrylonitrile Butadiene Styrene),C,"Correct Answer: C
 PE (Polyethylene) tubing is the approved plastic material for gas pipe systems.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Plastic Pipe & Tubing,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2029,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHICH PLASTIC PIPE MATERIAL IS USED FOR INDUSTRIAL PIPING APPLICATIONS?,PE (Polyethylene) pipe,ABS pipe,PVC or CPVC pipe,HDPE pipe only — not PVC or CPVC,C,"Correct Answer: C
 PVC or CPVC pipe is used in industrial settings - research the specific application to confirm which is required.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Plastic Pipe & Tubing,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2030,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,FOR WHICH SPECIFIC APPLICATION IS CPVC PLASTIC PIPE APPROVED AND COMMONLY USED?,Underground cold water distribution only,High temperature and high pressure applications,"Drain, waste, and vent (DWV) pipe systems",Natural gas service in residential installations,B,"Correct Answer: B
 CPVC is approved for high temperature and high pressure applications, making it suitable for hot water systems and industrial processes.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Plastic Pipe & Tubing,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2031,1,2,"TOOLS, EQUIPMENT AND MATERIALS",medium,WHAT IS THE KEY DIFFERENCE BETWEEN AN OXYGEN-SERVICE COPPER TUBE AND A STANDARD TYPE K OR TYPE L COPPER TUBE?,Oxygen-service tubing is made from a specially hardened copper alloy,Oxygen-service tubing has thicker walls than standard Type K copper,Oxygen-service tubing is chemically cleaned and factory-capped to prevent contamination,Oxygen-service tubing is identified by a special yellow color band,C,"Correct Answer: C
 Oxygen-service tubing is chemically cleaned and capped at the factory to prevent contamination - this is mandatory for safe use in oxygen systems. # Section 6 - Metals & Materials
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Plastic Pipe & Tubing,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2032,1,3,METAL FABRICATION,medium,WHICH CHEMICAL ELEMENT IS RESPONSIBLE FOR INCREASING THE HARDNESS OF A METAL WHEN PRESENT IN THE ALLOY?,Carbon,Silicon,Manganese,Chromium,A,"Correct Answer: A
 Carbon is the element that increases the hardness of a metal.
 
 Why Other Options Are Wrong
 B, C, D) These options are incorrect for this question.",First Year Guide - Metals & Materials,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2033,1,3,METAL FABRICATION,medium,WHAT FACTOR MOST SIGNIFICANTLY MAKES CAST IRON MORE BRITTLE COMPARED TO OTHER FORMS OF IRON OR STEEL?,Lower carbon content makes cast iron more brittle than steel,Higher carbon content makes cast iron more brittle than other iron and steel alloys,The presence of silicon in the alloy makes cast iron brittle,The rapid cooling rate during the casting process makes it brittle,B,"Correct Answer: B
 Higher carbon content is what makes cast iron more brittle than other iron and steel alloys.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Metals & Materials,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2034,1,3,METAL FABRICATION,medium,WHICH OF THESE MATERIALS IS CLASSIFIED AS NON-FERROUS?,Steel,Aluminum,Cast iron,Stainless steel,B,"Correct Answer: B
 Both aluminum as well as copper bronze copper tin zinc titanium are Non-Ferrous metals - meaning they do not contain iron as a primary component. Copper was specifically noted as non-ferrous in the source material.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Metals & Materials,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2035,1,3,METAL FABRICATION,medium,WHICH FERROUS-BASED METALS CANNOT BE CUT SATISFACTORILY USING AN OXYFUEL CUTTING PROCESS?,Aluminum and copper,Cast iron and stainless steel,Carbon steel only,Mild steel and galvanized steel,B,"Correct Answer: B
 Cast iron and stainless steel cannot be cut satisfactorily with oxyfuel. Their compositions prevent the oxidation reaction necessary for a clean cut.\ \ # Section 7 - Welding
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Metals & Materials,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2036,1,3,METAL FABRICATION,medium,"IN A BUTT WELD, WHAT DEFECT RESULTS FROM HAVING A ROOT OPENING THAT IS TOO NARROW?",Porosity in the finished weld bead,Excessive spatter during welding,Burn-through of the base metal,Lack of penetration through the joint thickness,D,"Correct Answer: D
 A narrow root opening in a butt weld results in lack of penetration - the weld metal does not fully fuse through the thickness of the joint.
 
 Why Other Options Are Wrong
 A, B, C) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2037,1,3,METAL FABRICATION,medium,WHAT IS THE CORRECT TERM FOR THE VERY FIRST WELD PASS MADE IN A MULTI-PASS WELD?,Fill pass,Cap pass,Hot pass,Root pass,D,"Correct Answer: D
 The first weld pass in a multi-pass weld is called the Root pass.
 
 Why Other Options Are Wrong
 A, B, C) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2038,1,4,DRAWINGS AND SPECIFICATIONS,medium,"ON A WELDING DRAWING, WHICH SYMBOL IS USED TO REPRESENT A FILLET WELD, AND ON WHICH SIDE OF THE ARROW DOES IT APPEAR?",A square symbol above the arrow line,A circle symbol on the reference line,"A triangle symbol, appearing under the arrow side of the welding symbol",A curved arc on the welding symbol,C,"Correct Answer: C
 A fillet weld is represented by a triangle symbol. It appears under the arrow side of the welding symbol on the drawing.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2039,1,4,DRAWINGS AND SPECIFICATIONS,medium,"ON A WELDING DRAWING, WHICH IMAGE OR SHAPE REPRESENTS SOMETHING THAT IS NOT A GROOVE WELD?",A square groove symbol,"A right triangle shape — it represents a fillet weld, not a groove weld",A U-groove symbol,A circle on the welding symbol,B,"Correct Answer: B
 A right triangle shape indicates a joint that is not a groove weld - it represents a fillet weld joint instead.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2040,1,3,METAL FABRICATION,medium,WHAT IS THE PURPOSE OF BEVELING THE EDGES OF PIPE JOINTS BEFORE WELDING?,To prevent the pipe from cracking during preheat before welding,To prevent corrosion from forming at the joint interface,To allow deeper weld penetration through the full wall thickness for complete joint fusion,To ensure the outside of the finished weld bead is flat,C,"Correct Answer: C
 Beveling the pipe joint edges allows for deeper weld penetration through the full wall thickness, resulting in a stronger, more complete fusion of the joint.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2041,1,3,METAL FABRICATION,medium,"HOW IS A WELDING ELECTRODE (ROD) SIZED, AND WHAT DIMENSION IS USED TO SPECIFY IT?","By the diameter of the core wire, in 1/8 inch increments",By the overall length of the electrode in inches,By the thickness of the flux coating,By the amperage rating printed on the box,A,"Correct Answer: A
 Welding electrodes are sized by the diameter of the core wire - specifically measured at 1/8 inch increments by the wire size.
 
 Why Other Options Are Wrong
 B, C, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2042,1,3,METAL FABRICATION,medium,"IN WELDING POSITION TERMINOLOGY, WHAT DOES THE '3G' POSITION DESIGNATION MEAN?",Flat (downhand) welding position,Vertical welding position — weld made on a vertical surface,Overhead welding position,Horizontal welding position,B,"Correct Answer: B
 The 3G position refers to a vertical welding position, where the weld is made on a vertical surface.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2043,1,3,METAL FABRICATION,medium,WHAT IS THE KEY DIFFERENCE BETWEEN REVERSE POLARITY AND STRAIGHT POLARITY IN ARC WELDING?,Reverse polarity produces deeper weld penetration into the base metal,Straight polarity produces deeper penetration than reverse polarity,Both polarities produce the same depth of weld penetration,Reverse polarity produces a wider but significantly shallower weld bead,A,"Correct Answer: A
 Reverse polarity produces deeper weld penetration into the base metal compared to straight polarity.
 
 Why Other Options Are Wrong
 B, C, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2044,1,3,METAL FABRICATION,medium,"WHAT CAUSES ARC FLASH DURING WELDING, AND WHY IS IT DANGEROUS?",Caused by the flux burning off the electrode rod,Caused by UV radiation from the burning electrode flux coating,Caused by high electrical current — produces intense light and heat that can severely damage eyes and skin,Caused by oxygen combining with molten metal fumes,C,"Correct Answer: C
 Arc flash is caused by high electrical current. It produces an intense burst of light and heat that can cause severe eye damage and burns.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2045,1,3,METAL FABRICATION,medium,"WHY IS SLAG REMOVED FROM A WELD BEAD BETWEEN EACH PASS, AND WHAT WELD DEFECT DOES THIS PREVENT?",Slag removal is only required on the final cap pass for appearance,Slag is removed to improve the visual appearance of the weld,Slag removal prevents cold cracking in high-strength steel joints,Slag must be removed to prevent slag inclusions — trapped slag that weakens the integrity of the weld,D,"Correct Answer: D
 Slag must be removed between each pass to prevent slag inclusions - a defect where trapped slag weakens the integrity of the finished weld.
 
 Why Other Options Are Wrong
 A, B, C) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2046,1,3,METAL FABRICATION,medium,"IN BRAZING AND SOLDERING, WHAT IS IT CALLED WHEN FILLER METAL IS DRAWN INTO A FITTING BY HEAT ALONE, WITHOUT MECHANICAL FORCE?",Sweating,Fluxing,Capillary action — filler metal drawn into the joint gap by heat and surface tension,Tinning,C,"Correct Answer: C
 This is called Capillary Action - the filler metal is drawn into the tight gap of the fitting by the combination of heat and surface tension.\ \
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2047,1,3,METAL FABRICATION,medium,"WHAT IS THE MAIN PURPOSE OF FLUX WHEN USED IN A WELDING, BRAZING, OR SOLDERING PROCESS?","To remove oxides from metal surfaces, ensuring a clean bond for the filler metal",To act as a lubricant between the electrode and the base metal,To increase the melting temperature of the filler metal being applied,To shield the weld area from atmospheric moisture only,A,"Correct Answer: A
 The main purpose of flux is to break down and remove oxides from the metal surfaces, ensuring a clean bond for the filler metal.
 
 Why Other Options Are Wrong
 B, C, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2048,1,3,METAL FABRICATION,medium,"WHAT ELECTRICAL PROPERTY ARE ARC WELDING CABLES RATED FOR, AND WHY DOES THIS SPECIFICATION MATTER?",Voltage — to ensure the cable insulation can withstand open-circuit voltage,Amperage — to ensure the cable can carry the welding current without overheating,Resistance — to minimize energy loss over long cable runs,Wattage — to match the total power output of the welding machine,B,"Correct Answer: B
 Arc welding cables are rated for amperage
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Welding,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2049,1,3,METAL FABRICATION,medium,WHICH SPECIFIC METAL IS BEST SUITED FOR CUTTING WITH AN OXYFUEL (OXY-ACETYLENE) TORCH?,Aluminum,Bronze,Mild steel,Stainless steel,C,"Correct Answer: C
 Mild steel is the metal best suited for oxyfuel cutting.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Oxyfuel & Brazing,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2050,1,3,METAL FABRICATION,medium,"OF THE THREE OXYFUEL FLAME TYPES — CARBURIZING, NEUTRAL, AND OXIDIZING — WHICH PRODUCES THE HIGHEST TEMPERATURE?",Carburizing flame — highest due to excess acetylene,Oxidizing flame — highest temperature of the three types,Neutral flame — highest because it achieves complete combustion,All three produce the same temperature at the same gas pressures,B,"Correct Answer: B
 The oxidizing flame produces the highest temperature of the three flame types.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Oxyfuel & Brazing,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2051,1,3,METAL FABRICATION,medium,WHICH TYPE OF OXYFUEL FLAME IS USED SPECIFICALLY FOR THE BRAZING PROCESS?,Carburizing (reducing) flame,Oxidizing flame,Feathered flame,Neutral flame,D,"Correct Answer: D
 A neutral flame is used for brazing. (Note: some sources reference a slightly carbonizing flame - confirm with your instructor.)
 
 Why Other Options Are Wrong
 A, B, C) These options are incorrect for this question.",First Year Guide - Oxyfuel & Brazing,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2052,1,3,METAL FABRICATION,medium,WHY MUST ACETYLENE CYLINDERS ALWAYS BE STORED AND USED IN A VERTICAL (UPRIGHT) POSITION?,To prevent the pressure regulator from being damaged by the cylinder weight,To comply with valve protection cap regulations on compressed cylinders,To keep the cylinder valve accessible during emergency shutoff,To prevent acetone from leaking into the acetylene gas,D,"Correct Answer: D
 Acetylene cylinders must remain vertical to prevent acetone from leaking into the acetylene gas.
 
 Why Other Options Are Wrong
 A, B, C) These options are incorrect for this question.",First Year Guide - Oxyfuel & Brazing,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2053,1,3,METAL FABRICATION,medium,"DURING AN OXYFUEL CUT, IF THE KERF EDGES ARE OBSERVED MELTING AND FUSING BACK TOGETHER BEHIND THE CUTTING TIP, WHAT IS THE MOST LIKELY CAUSE?",Cutting speed is too fast for the material thickness,Oxygen pressure is set too low for the cut being made,Acetylene pressure is set too high at the regulator,Cutting tip is too large for the thickness of material being cut,D,"Correct Answer: D
 This problem is most likely caused by a cutting tip that is too large for the thickness of the material being cut. # Section 9 - Electricity & Physics
 
 Why Other Options Are Wrong
 A, B, C) These options are incorrect for this question.",First Year Guide - Oxyfuel & Brazing,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2054,1,5,CALCULATIONS AND SCIENCE,medium,"WHAT DOES OHM'S LAW STATE ABOUT VOLTAGE, CURRENT, AND RESISTANCE?",Electricity is the flow of neutrons through a conducting medium,One volt is required to push one ampere of current through a resistance of one ohm (E = I x R),Electricity is the movement of protons from positive to negative poles,Electricity is the transfer of thermal energy through metallic bonds,B,"Correct Answer: B
 Ohm\'s Law states that one volt (E) is required to push one ampere (I) of current through a resistance (R) of one ohm. It is expressed as E = I x R.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Electricity & Physics,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2055,1,5,CALCULATIONS AND SCIENCE,medium,"IF VOLTAGE IS 12 VOLTS AND AMPERAGE IS 2 AMPS, HOW DO YOU CALCULATE THE VA VALUE AND WHAT IS THE RESULT?","Voltage is the total power consumed by a circuit, measured in watts","Voltage is the rate of electron flow, measured in amperes per second",Multiply volts by amps: 12 V × 2 A = 24 VA,"Voltage is the opposition to current flow, measured in ohms",C,"Correct Answer: C
 To find VA, multiply the two numbers together: 12 Volts x 2 Amps = 24 VA.\ ( Ohm\'s Law relates E ""voltage"", I ""current"", and Resistance: V = I × R) (Watt\'s Law relates Power, Voltage, and I ""current
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Electricity & Physics,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2056,1,5,CALCULATIONS AND SCIENCE,medium,"WHAT PHYSICAL FACTOR DETERMINES THE POLARITY OF AN ELECTROMAGNET — THAT IS, WHICH END BECOMES NORTH AND WHICH BECOMES SOUTH?",The number of wire turns in the coil determines polarity,The direction of current flow through the coil determines polarity,The core material (iron vs. steel) determines magnetic polarity,The voltage applied to the coil determines north and south poles,B,"Correct Answer: B
 The polarity of an electromagnet is determined by the direction of current flow through the coil.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Electricity & Physics,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2057,1,5,CALCULATIONS AND SCIENCE,medium,"IF A PRESSURE GAUGE READS A CERTAIN GAUGE PRESSURE, HOW DO YOU CALCULATE THE ABSOLUTE PRESSURE FROM THAT READING?",Subtract 101 kPa (atmospheric pressure) from the gauge pressure reading,Add 101 kPa (atmospheric pressure) to the gauge pressure reading,Multiply the gauge pressure by the atmospheric correction factor,Divide the gauge pressure by 101 kPa to get the absolute value,B,"Correct Answer: B
 To find Absolute Pressure, add 101 kPa (atmospheric pressure) to the gauge pressure reading.
 
 Why Other Options Are Wrong
 A, C, D) These options are incorrect for this question.",First Year Guide - Electricity & Physics,46084,steamfitter_pipefitter,CA
y1_Sf_Can_Q2058,1,5,CALCULATIONS AND SCIENCE,medium,"WHAT TWO PHYSICAL FACTORS TOGETHER DETERMINE THE CURRENT STATE OF MATTER OF ANY SUBSTANCE — WHETHER IT IS A SOLID, LIQUID, OR GAS?",Mass and volume of the substance,Density and velocity of the molecules,Pressure and temperature,Viscosity and surface tension,C,"Correct Answer: C
 The two factors that determine the state of matter are Pressure and Temperature.
 
 Why Other Options Are Wrong
 A, B, D) These options are incorrect for this question.",First Year Guide - Electricity & Physics,46084,steamfitter_pipefitter,CA
